'device_type','device_id','aircraft_model','registration','cn','tracked','identified','device_idtype'
'F','DDFD43','Janus B','F-CKAN','3A','Y','Y','INTERNAL'
'F','DDFD44','Janus CT','D-KAXO','AMH','Y','Y','INTERNAL'
'F','DDFD45','A380','OEHLN','','Y','Y','INTERNAL'
'F','DDFD49','SZD-55','SP-4041','RAW','Y','Y','INTERNAL'
'F','DDFD52','DG-100','D-7099','HX','Y','Y','INTERNAL'
'F','DDFD5A','Ventus ct','OK-7279','KB','Y','Y','INTERNAL'
'F','DDFD5F','Ka-6 cr','D9165','','Y','Y','INTERNAL'
'F','DDFD60','Libelle Club','D-9966','I2','Y','Y','INTERNAL'
'F','DDFD66','Ka-8','D-2934','34','Y','Y','INTERNAL'
'F','DDFD6B','SZD-50 Puchacz','D-1619','IHS','Y','Y','INTERNAL'
'F','DDFD6C','ASW-15','HA-4029','','Y','Y','INTERNAL'
'F','DDFD70','LAK-17 B','F-CHVB','','Y','Y','INTERNAL'
'F','DDFD75','ASK-13','F-CVVM','VM','Y','Y','INTERNAL'
'F','DDFD77','DR-400','F-GTZU','ZU','Y','Y','INTERNAL'
'F','DDFD7B','LS-6 18WJ','D-6661','A6','Y','Y','INTERNAL'
'F','DDFD7F','Ka-8','D-5645','','Y','Y','INTERNAL'
'F','DDFD80','Twin Astir II','D-8729','CF','Y','Y','INTERNAL'
'F','DDFD83','SF-25','D-KIAI','','Y','Y','INTERNAL'
'F','DDFD86','Aquila A210','HB-SFS','SFS','Y','Y','INTERNAL'
'F','DDFD89','Janus B','4x-GCH','','Y','Y','INTERNAL'
'F','DDFD8C','Twin Astir I','D-4845','45','Y','Y','INTERNAL'
'F','DDFD8F','Duo Discus','F-CJYD','KD','Y','Y','INTERNAL'
'F','DDFD90','Arcus S','D-9179','O6','Y','Y','INTERNAL'
'F','DDFD92','Ultralight','OO-G83','G83','Y','Y','INTERNAL'
'F','DDFD94','LS-1 f','D-9479','8H','Y','Y','INTERNAL'
'F','DDFD96','ASK-21','PH-1335','MH','Y','Y','INTERNAL'
'F','DDFD99','LS-3','D-6827','WO','Y','Y','INTERNAL'
'F','DDFD9E','DG-300','D-0344','dg','Y','Y','INTERNAL'
'F','DDFDA0','DuoBanjo','OKLUA32','VB','Y','Y','INTERNAL'
'F','DDFDA1','DG-300','D-1276','2R','Y','Y','INTERNAL'
'F','DDFDA2','SZD-30 Pirat','D-1847','47','Y','Y','INTERNAL'
'F','DDFDA3','Duo Discus t','D-KIFO','FO','Y','Y','INTERNAL'
'F','DDFDA4','Ka-7','D-0284','GAM','Y','Y','INTERNAL'
'F','DDFDA6','Ventus 2cM','D-KILH','LH','Y','Y','INTERNAL'
'F','DDFDA7','SF-25','D-KFWJ','','Y','Y','INTERNAL'
'F','DDFDA9','DG-808 B','D-KOIN','2A','Y','Y','INTERNAL'
'F','DDFDAC','Duo Discus','D-3387','RW','Y','Y','INTERNAL'
'F','DDFDAD','DG-300','F-CAVQ','L','Y','Y','INTERNAL'
'F','DDFDAF','Astir CS','PH-547','VZ1','Y','Y','INTERNAL'
'F','DDFDB2','Ultralight','D-MMKK','','Y','Y','INTERNAL'
'F','DDFDB3','LS-1 d','D-9221','EO','Y','Y','INTERNAL'
'F','DDFDBB','LS-7','D-5163','','Y','Y','INTERNAL'
'F','DDFDBE','Mini Nimbus','D-5156','7X','Y','Y','INTERNAL'
'F','DDFDC0','DG-300','D-0131','TM','Y','Y','ICAO'
'F','DDFDC1','Ka-8','D-1757','','Y','Y','INTERNAL'
'F','DDFDC5','Nimbus 3D','D-6312','X6','Y','Y','INTERNAL'
'F','DDFDC6','Twin Astir III','I-IVVS','','Y','Y','INTERNAL'
'F','DDFDC7','Astir CS','F-CEXG','XG','Y','Y','INTERNAL'
'F','DDFDC8','Discus t','OE-9405','Y2','Y','Y','INTERNAL'
'F','DDFDCA','LS-6 18','SGSM70','70','Y','Y','INTERNAL'
'F','DDFDCD','Ventus 2cxM','D-KALM','RA','Y','Y','INTERNAL'
'F','DDFDCF','SZD-9 Bocian','D-8234','','Y','Y','INTERNAL'
'F','DDFDD0','Discus','OE-5557','','Y','Y','INTERNAL'
'F','DDFDD2','Pegase','F-CGNF','NF','Y','Y','INTERNAL'
'F','DDFDD3','Carat','D-KBTF','TF','Y','Y','INTERNAL'
'F','DDFDD4','ASH-26 E','OY-KVX','MA','Y','Y','INTERNAL'
'F','DDFDD8','Janus C','F-CNAN','AN','Y','Y','INTERNAL'
'F','DDFDDC','SF-28','F-CEYV','YV','Y','Y','INTERNAL'
'F','DDFDDF','Pegase','F-CHKC','PKC','Y','Y','INTERNAL'
'F','DDFDE0','Ka-8','F-CVAL','VAL','Y','Y','INTERNAL'
'F','DDFDE1','ASW-15','OK-0822','TZ','Y','Y','INTERNAL'
'F','DDFDE2','DG-400','D-KEMA','DG','Y','Y','INTERNAL'
'F','DDFDE4','Astir CS','D-9632','','Y','Y','INTERNAL'
'F','DDFDE5','Pilatus B4','D-7401','01','Y','Y','INTERNAL'
'F','DDFDE6','SZD-54 Perkoz','D-3809','','Y','Y','INTERNAL'
'F','DDFDE7','LAK-17 AT','OY-JXJ','OP','Y','Y','INTERNAL'
'F','DDFDEC','ASK-21','F-CITZ','TZ','Y','Y','INTERNAL'
'F','DDFDED','ASH-31 MI','D-KGZW','ZW','Y','Y','INTERNAL'
'F','DDFDEF','Astir Club','F-CFIG','R56','Y','Y','INTERNAL'
'F','DDFDF1','ASK-21','D-2612','','Y','Y','INTERNAL'
'F','DDFDF5','ASK-13','D-0338','38','Y','Y','INTERNAL'
'F','DDFDF6','HK36 Super Dimona','D-KELV','','Y','Y','INTERNAL'
'F','DDFDF8','SF-25','D-KARF','RF','Y','Y','INTERNAL'
'F','DDFDFE','Ventus 2bx','D-9023','JT','Y','Y','INTERNAL'
'F','DDFDFF','ASW-19','D-6529','9T','Y','Y','INTERNAL'
'F','DDFE03','ASK-21','D-8979','79','Y','Y','INTERNAL'
'F','DDFE06','Twin Astir II','D-6909','09','Y','Y','INTERNAL'
'F','DDFE0C','DG-300','D-6343','ZX','Y','Y','INTERNAL'
'F','DDFE0D','Cirrus Std','OK-3907','REX','Y','Y','INTERNAL'
'F','DDFE10','LS-8','LN-GTT','TT','Y','Y','ICAO'
'F','DDFE11','SZD-50 Puchacz','D-3611','','Y','Y','INTERNAL'
'F','DDFE13','SF-25','D-KIEK','','Y','Y','INTERNAL'
'F','DDFE14','Nimbus 3','D-3235','JP','Y','Y','INTERNAL'
'F','DDFE16','Towplane','F-BPMK','MK','Y','Y','INTERNAL'
'F','DDFE18','SF-25','OE-9222','GF','Y','Y','INTERNAL'
'F','DDFE1B','DG-300','LN-GPA','PA','Y','Y','ICAO'
'F','DDFE1E','Arcus M','D-KANN','NN','Y','Y','INTERNAL'
'F','DDFE22','DG-1000','D-1113','','Y','Y','INTERNAL'
'F','DDFE24','Astir CS','D-7252','T6','Y','Y','INTERNAL'
'F','DDFE28','Cirrus Std','OK-4581','TM','Y','Y','INTERNAL'
'F','DDFE29','LS-4','D-0221','IGP','Y','Y','INTERNAL'
'F','DDFE2C','SZD-9 Bocian','D-3376','76','Y','Y','INTERNAL'
'F','DDFE2F','ASK-21','D-3208','','Y','Y','INTERNAL'
'F','DDFE34','Glasflugel 304S','OK-4304','','Y','Y','INTERNAL'
'F','DDFE35','ASK-13','D-3209','','Y','Y','INTERNAL'
'F','DDFE39','Astir CS','D-4204','04','Y','Y','INTERNAL'
'F','DDFE3A','DR-400','F-GLVN','VN','Y','Y','INTERNAL'
'F','DDFE3C','Pegase','F-CGNO','GNO','Y','Y','INTERNAL'
'F','DDFE3D','Astir CS','D-0651','','Y','Y','INTERNAL'
'F','DDFE3F','DG-300','D-9861','BC','Y','Y','INTERNAL'
'F','DDFE40','H36 Dimona','SP-0085','S85','Y','Y','INTERNAL'
'F','DDFE42','Libelle Std','D-3600','AL','Y','Y','INTERNAL'
'F','DDFE47','ASK-13','F-CEGA','GA','Y','Y','INTERNAL'
'F','DDFE48','Marianne','F-CBLL','LL','Y','Y','INTERNAL'
'F','DDFE49','LS-3','D-2563','DJ','Y','Y','INTERNAL'
'F','DDFE4A','Janus B','F-CEPQ','PQ','Y','Y','INTERNAL'
'F','DDFE4B','ASK-18','D-3743','','Y','Y','INTERNAL'
'F','DDFE50','Twin Astir II','F-CFKY','T77','Y','Y','INTERNAL'
'F','DDFE59','DG-303','D-8303','RV','Y','Y','ICAO'
'F','DDFE5A','Aquila A210','HB-SFX','SFX','Y','Y','INTERNAL'
'F','DDFE61','Ventus 2cM','D-KPAK','AK','Y','Y','INTERNAL'
'F','DDFE63','DG-300','D-9373','FG','Y','Y','INTERNAL'
'F','DDFE64','DG-300','D-2746','46','Y','Y','INTERNAL'
'F','DDFE66','ASK-13','D3763','','Y','Y','INTERNAL'
'F','DDFE6C','Cirrus','D-2054','','Y','Y','INTERNAL'
'F','DDFE6D','Discus 2','Hejfar','JH','Y','Y','INTERNAL'
'F','DDFE6F','SZD-9 Bocian','D-3430','','Y','Y','INTERNAL'
'F','DDFE71','Arcus M','D-KCWJ','8F','Y','Y','INTERNAL'
'F','DDFE73','Astir CS','D-7677','E7','Y','Y','INTERNAL'
'F','DDFE79','Duo Discus t','D-KPGC','BT','Y','Y','INTERNAL'
'F','DDFE7A','Discus','D-0893','SH','Y','Y','INTERNAL'
'F','DDFE7C','ASW-24','D-1973','M8','Y','Y','INTERNAL'
'F','DDFE7E','LS-8a','D-8689','A9','Y','Y','INTERNAL'
'F','DDFE7F','DG-100','R-18109','SI','Y','Y','INTERNAL'
'F','DDFE83','LS-1 f','D2254','HR','Y','Y','INTERNAL'
'F','DDFE85','Discus','D-0585','BU','Y','Y','INTERNAL'
'F','DDFE8A','Nimbus 3','D-KTTM','YA','Y','Y','INTERNAL'
'F','DDFE8B','SZD-42 Jantar 2/2b','F-CLIC','2','Y','Y','INTERNAL'
'F','DDFE8C','Ikarus C42 B','D-MWMC','SGS','Y','Y','INTERNAL'
'F','DDFE8E','Astir CS-77','OK-7774','AS','Y','Y','INTERNAL'
'F','DDFE90','Astir Club','D-8455','','Y','Y','INTERNAL'
'F','DDFE93','A380','D-KKPE','PE','Y','Y','INTERNAL'
'O','DDFF98','PA-18 Super Cub','PH-ENJ','PNJ','Y','Y','INTERNAL'
'F','DE007A','MS-892 Commodore','D-EKNI','','Y','Y','INTERNAL'
'F','DE00C8','Unknown','ZS-Gx0','','Y','Y','INTERNAL'
'F','DE00D0','DR-400','F-GBVV','','Y','Y','INTERNAL'
'F','DE0126','RF 5 b','D-KAAL','AL','Y','Y','ICAO'
'F','DE01FE','Bellanca Scout','PH-GZC','PZC','Y','Y','INTERNAL'
'F','DE025D','Ultralight','D-MEHI','HI','Y','Y','INTERNAL'
'O','DE02C5','Paraglider','R-18125','','Y','Y','INTERNAL'
'F','DE0300','Flight Design CTSW','HBWYZ','','Y','Y','INTERNAL'
'F','DE0301','Motorglider','I-A498','98','Y','Y','INTERNAL'
'F','DE0308','Pilatus PC-6','I-HSKC','','Y','Y','INTERNAL'
'F','DE0410','Pipistrel Virus','HB-SYE','SYE','Y','Y','INTERNAL'
'F','DE04D9','Blanik','C-FCVQ','','Y','Y','INTERNAL'
'F','DE04DA','DG-505','C-GRCW','','Y','Y','INTERNAL'
'F','DE0501','Twin Astir II','C-GBTX','','Y','Y','INTERNAL'
'F','DE051D','RF 4','G-TWSR','','Y','Y','INTERNAL'
'F','DE0528','Unknown','BOB','RD','Y','Y','INTERNAL'
'F','DE055D','Phoenix','F-JDHU','HU','Y','Y','INTERNAL'
'F','DE055F','AS 350','F-HESB','','Y','Y','INTERNAL'
'F','DE0569','Pegase','F-CHKA','','Y','Y','INTERNAL'
'F','DE05B7','UFO','DAB','DAB','Y','Y','INTERNAL'
'F','DE05BE','Pegase','G-CLVZ','','Y','Y','INTERNAL'
'F','DE05D1','Maule M-7-235','C-GYSG','','Y','Y','INTERNAL'
'F','DE05D3','SZD-50 Puchacz','C-GDUQ','','Y','Y','INTERNAL'
'F','DE05D4','SZD-54 Perkoz','C-GSZD','','Y','Y','INTERNAL'
'F','DE061D','Remos GX','HB-WYY','WYY','Y','Y','INTERNAL'
'F','DE0621','WT9 Dynamic','OO-H74','','Y','Y','INTERNAL'
'F','DE062B','Cessna 305','321','321','Y','Y','INTERNAL'
'F','DE0631','Cessna 305','324','324','Y','Y','INTERNAL'
'F','DE063D','Different Aircraft','SID1','Lac','Y','Y','INTERNAL'
'F','DE063E','EuroFox','8545','Tug','Y','Y','INTERNAL'
'F','DE064D','Libelle Std','VH-GCK','CK','Y','Y','INTERNAL'
'F','DE0657','Different Aircraft','Sid2','Lac','Y','Y','INTERNAL'
'F','DE066C','Grob G109','D-KBFR','FR','Y','Y','INTERNAL'
'F','DE067C','Robinson R44','D-HALU','','Y','Y','INTERNAL'
'F','DE0683','ASK-21','R-18153','R19','Y','Y','INTERNAL'
'F','DE0729','PA-25 Pawnee','G-BUXY','XY','Y','Y','ICAO'
'F','DE0735','LAK-17 A','R-18155','US','Y','Y','INTERNAL'
'F','DE074E','Olympia 463','BYE','','Y','Y','INTERNAL'
'F','DE0778','Libelle Club','D-9463','6i','Y','Y','INTERNAL'
'F','DE081B','AutoGyro MTOsport','D-MLKA','','Y','Y','INTERNAL'
'F','DE0823','Robinson R66','G-RMAR','','Y','Y','INTERNAL'
'F','DE0824','Drone/UAV','Twins','TWN','Y','Y','INTERNAL'
'F','DE0852','Flight Design CTSW','D-MKJU','FK','Y','Y','INTERNAL'
'F','DE088A','Ground Station','Ground','GCS','Y','Y','INTERNAL'
'F','DE088B','Ground Station','ETHFD','EFD','Y','Y','INTERNAL'
'F','DE090D','Cessna 152','OM-DCE','DCE','Y','Y','INTERNAL'
'F','DE096B','Cabri G2','D-HTOY','','Y','Y','INTERNAL'
'F','DE0997','Tecnam  P2002 JF','DJ','DJ','Y','Y','INTERNAL'
'F','DE09C4','Helicopter','R-18167','','Y','Y','INTERNAL'
'F','DE09D1','Helicopter','R-18168','','Y','Y','INTERNAL'
'F','DE09D6','AS 350','HB-ZSY','HLA','Y','Y','INTERNAL'
'F','DE09E2','Helicopter','TDF','TDF','Y','Y','INTERNAL'
'F','DE52F5','ASW-20','OY-LUX','CB','Y','Y','INTERNAL'
'F','DEE5B3','DG-400','OY-XPD','PD','Y','Y','INTERNAL'
'F','DEEC80','LS-4','LV-EQK','ZG','Y','Y','INTERNAL'
'F','DF0000','LS-8','D-1161','3X','Y','Y','INTERNAL'
'F','DF00B3','Ventus bT','N88FD','FD','Y','Y','INTERNAL'
'F','DF00D8','SGS 1-26','n1149s','483','Y','Y','INTERNAL'
'F','DF0121','Ventus 2CX','N230K','3K','Y','Y','INTERNAL'
'F','DF0154','DG-200','CGTXZ','XZ','Y','Y','INTERNAL'
'F','DF0198','Ventus cM','C-GKHR','','Y','Y','INTERNAL'
'F','DF019A','IS-29D2','C-GARS','','Y','Y','INTERNAL'
'F','DF019F','Astir Club','C-GTMX','','Y','Y','INTERNAL'
'F','DF01A1','DG-600','C-GIVO','','Y','Y','INTERNAL'
'F','DF01A2','Cirrus Std','C-FSIR','','Y','Y','INTERNAL'
'F','DF01A3','LAK-17B FES','CF-NQL','2B','Y','Y','INTERNAL'
'F','DF01A5','LAK-12','C-FKDT','','Y','Y','INTERNAL'
'F','DF01B1','Pilatus B4','C-GADR','','Y','Y','INTERNAL'
'F','DF01B3','PA-25 Pawnee','C-GUCD','','Y','Y','INTERNAL'
'F','DF01B5','LS-4','C-GJCR','','Y','Y','INTERNAL'
'F','DF01B9','ASW-20','C-GCTN','JG','Y','Y','INTERNAL'
'F','DF01BD','ASW-24','N224JR','OJ','Y','Y','INTERNAL'
'F','DF0203','HK36 Super Dimona','C-GBPA','','Y','Y','INTERNAL'
'F','DF0206','ASW-20','C-GRKX','KX','Y','Y','INTERNAL'
'F','DF0226','Ventus 2CX','D8664','LE','Y','Y','INTERNAL'
'F','DF022D','LS-4','OO-YMO','MO','Y','Y','INTERNAL'
'F','DF0233','HK36 Super Dimona','D-KGTC','','Y','Y','INTERNAL'
'F','DF0244','Discus','D-KCUF','LR','Y','Y','INTERNAL'
'F','DF0247','ASG-29','HB-3458','KE','Y','Y','INTERNAL'
'F','DF0248','Mosquito','D-7520','YH','Y','Y','INTERNAL'
'F','DF024F','Experimental','25','','Y','Y','INTERNAL'
'F','DF0250','ASW-27','D-8388','RZ','Y','Y','INTERNAL'
'F','DF0251','ASW-27','D-KDRM','KM','Y','Y','INTERNAL'
'F','DF0252','LS-6 18','F-CVZB','','Y','Y','INTERNAL'
'F','DF0264','ASG-29E','D-KMRO','RO','Y','Y','INTERNAL'
'F','DF0265','DG-200','F-CLDS','CB','Y','Y','INTERNAL'
'F','DF0272','Discus','D-KAHF','HF','Y','Y','INTERNAL'
'F','DF0275','Ventus 2cxM','D-XXPI','PI','Y','Y','INTERNAL'
'F','DF0277','Arcus M','D-KHEL','EL','Y','Y','INTERNAL'
'F','DF0283','Arcus T','D-KKGN','GN','Y','Y','INTERNAL'
'F','DF0284','Ventus 2cxM','D-KSWE','WE','Y','Y','INTERNAL'
'F','DF0288','Unknown','D-0288','88','Y','Y','INTERNAL'
'F','DF028A','Cessna 172','D-EBCW','CW','Y','Y','INTERNAL'
'F','DF028D','Duo Discus','F-CPHA','','Y','Y','INTERNAL'
'F','DF0291','DG-808 C','D-KXBS','HR','Y','Y','INTERNAL'
'F','DF02A1','Hornet','W11','W11','Y','Y','INTERNAL'
'F','DF02AE','LS-8','D-1161','3X','Y','Y','INTERNAL'
'F','DF02C2','Glasflugel 304','D-8556','XR','Y','Y','INTERNAL'
'F','DF02C6','Ventus 2bx','D-6154','CC','Y','Y','INTERNAL'
'F','DF02CA','HK36 Super Dimona','D-KDPS','','Y','Y','INTERNAL'
'F','DF02D2','Discus 2','OY-ZAX','AX','Y','Y','INTERNAL'
'F','DF02D4','ASG-29E','D-KDMO','MAX','Y','Y','INTERNAL'
'F','DF02DF','LAK-17 AT','F-CILM','LM','Y','Y','INTERNAL'
'F','DF02E1','miniLAK FES','D-KIBG','','Y','Y','INTERNAL'
'F','DF02E8','LS-3','G-CEVD','382','Y','Y','INTERNAL'
'F','DF02EA','Ka-6 e','TG','TG','Y','Y','INTERNAL'
'F','DF02ED','Cessna 182','D-ERFT','','Y','Y','ICAO'
'F','DF02F9','Duo Discus t','OY-RRX','RR','Y','Y','INTERNAL'
'F','DF0308','DR-250','D-EOCZ','','Y','Y','INTERNAL'
'F','DF0327','Stemme S-10','VH-GTS','S10','Y','Y','INTERNAL'
'F','DF032A','ASW-27','VH-XCH','CH','Y','Y','INTERNAL'
'F','DF032B','ASW-20','VH-JRG','20F','Y','Y','INTERNAL'
'F','DF033B','Discus','C-CRLG','LG','Y','Y','INTERNAL'
'F','DF0379','Pegase','F-CFXX','','Y','Y','INTERNAL'
'F','DF0385','LS-6','D-1039','CB','Y','Y','INTERNAL'
'O','DF0387','ASG-29E','D-KCSS','TA2','Y','Y','INTERNAL'
'F','DF0388','Unknown','D-yyyy','TB','Y','Y','INTERNAL'
'F','DF039D','Taurus','F-JXGJ','JV','N','N','INTERNAL'
'F','DF03A1','LS-1 d','D-0812','','Y','Y','INTERNAL'
'F','DF03A4','Mini Nimbus','D-1782','CN','Y','Y','INTERNAL'
'F','DF03A5','DG-800','D-KMHW','40','Y','Y','INTERNAL'
'F','DF03A8','ASW-20','D-8437','IAR','Y','Y','INTERNAL'
'F','DF03A9','Arcus T','D-KFWA','WA','Y','Y','INTERNAL'
'F','DF03AA','DG-300','D-5280','FS','Y','Y','INTERNAL'
'F','DF03B0','Ka-6 cr','D-8823','RM','Y','Y','INTERNAL'
'F','DF03B1','ASW-24','GCJCD','E2','N','N','INTERNAL'
'F','DF03B3','ASK-21','D-4465','','Y','Y','INTERNAL'
'F','DF03B5','Unknown','PH1247','PG','Y','Y','INTERNAL'
'F','DF03B7','PA-25 Pawnee','VH-BCK','BCK','Y','Y','INTERNAL'
'F','DF03E4','Arcus M','VH-GNX','','Y','Y','INTERNAL'
'F','DF03E6','Cessna 152','ROZ','ROZ','Y','Y','INTERNAL'
'F','DF03E9','Pegase','F-CFQH','','Y','Y','INTERNAL'
'F','DF03EA','Alliance 34','F-CJBK','','Y','Y','INTERNAL'
'F','DF03EB','Bergfalke IV','F-CEZB','ZB','Y','Y','INTERNAL'
'F','DF03ED','Marianne','F-CGMI','MI','Y','Y','INTERNAL'
'F','DF03EE','Alliance 34','F-CIHE','IHE','Y','Y','INTERNAL'
'F','DF03EF','ASK-21','F-CBDR','004','Y','Y','INTERNAL'
'F','DF03F0','Pegase','F-CGFV','FV','Y','Y','INTERNAL'
'F','DF03F2','Pegase','F-CGFQ','FQ','Y','Y','INTERNAL'
'F','DF03F3','ASK-21','F-CPPC','PPC','Y','Y','INTERNAL'
'F','DF03F4','Pegase','f-CHLJ','010','Y','Y','INTERNAL'
'F','DF03F5','Marianne','F-CVVJ','Z56','Y','Y','INTERNAL'
'F','DF03F7','DG-200','F-CBCA','CA','Y','Y','INTERNAL'
'F','DF03F8','Marianne','F-CBLJ','PLJ','Y','Y','INTERNAL'
'F','DF03F9','Pegase','F-CFXX','','Y','Y','INTERNAL'
'F','DF03FB','Pegase','904','','Y','Y','INTERNAL'
'F','DF03FD','Twin Astir II','F-CFKB','T52','Y','Y','INTERNAL'
'F','DF03FE','Duo Discus','F-CJCP','B4','Y','Y','INTERNAL'
'F','DF03FF','Twin Astir III','F-CLVA','VA','Y','Y','INTERNAL'
'F','DF0401','LS-4','IY','','Y','Y','INTERNAL'
'F','DF0403','ASK-21','F-CITX','001','Y','Y','INTERNAL'
'F','DF0404','MS-893 Commodore','F-BSVY','SVY','Y','Y','INTERNAL'
'F','DF0408','Ka-6 e','F-CDRN','9L','Y','Y','INTERNAL'
'F','DF0409','ASK-21','F-CVVP','PVP','Y','Y','INTERNAL'
'F','DF040A','ASK-21','F-CITS','003','Y','Y','INTERNAL'
'F','DF040B','OldTimer','F-AZQT','ZQT','Y','Y','INTERNAL'
'F','DF040C','MS-893 Commodore','F-BRKP','','Y','Y','INTERNAL'
'F','DF040D','Marianne','F-CGTL','TL','Y','Y','INTERNAL'
'F','DF040E','Pegase','F-CFXG','B76','Y','Y','INTERNAL'
'F','DF0410','Pegase','F-CHDQ','002','Y','Y','INTERNAL'
'F','DF0411','MS-892 Commodore','F-BXDP','PDP','Y','Y','INTERNAL'
'F','DF0412','Pegase','F-xxxxx','','Y','Y','INTERNAL'
'F','DF0417','DG-505','F-CHJJ','PJJ','Y','Y','INTERNAL'
'F','DF0418','Duo Discus','VN','','Y','Y','INTERNAL'
'F','DF0419','DG-200','D-1085','','Y','Y','INTERNAL'
'F','DF041A','Pegase','F-CGSR','ES','Y','Y','INTERNAL'
'F','DF041B','ASW-15','D-2126','K2','Y','Y','INTERNAL'
'F','DF041D','Quintus','D-KVMO','MO','Y','Y','INTERNAL'
'F','DF041F','Libelle Std','D-2044','V4','Y','Y','INTERNAL'
'F','DF0422','Arcus T','F-CLDB','28','Y','Y','INTERNAL'
'F','DF0426','Ventus 2ct','D-KGNY','NY','Y','Y','INTERNAL'
'F','DF042F','Mosquito','D-0385','sq','Y','Y','INTERNAL'
'F','DF0435','ASH-26 E','D-KPBM','26','Y','Y','INTERNAL'
'F','DF043F','Antares 20 E','HB-2405','FU','Y','Y','INTERNAL'
'F','DF0444','Duo Discus xl','F-CLDA','DA','Y','Y','INTERNAL'
'F','DF0447','ASH-26 E','D-KKLB','LB','Y','Y','INTERNAL'
'F','DF044B','Arcus M','D-KKKK','KI','Y','Y','INTERNAL'
'F','DF044F','Ventus 2cxM','D-KMSP','MF','Y','Y','INTERNAL'
'N','DF0456','Arcus T','D-KHLB','HLB','Y','Y','INTERNAL'
'F','DF045C','JS-1 Revelation','HB-2600','VN','Y','Y','INTERNAL'
'F','DF0461','Ventus 2cxT','DKXTC','XTC','Y','Y','INTERNAL'
'F','DF0463','JS-1 C18 Evo','ZS-GBN','YE','Y','Y','INTERNAL'
'F','DF0464','LS-8a','D-1219','ED','Y','Y','INTERNAL'
'F','DF0465','Ventus c','D-0253','TX','Y','Y','INTERNAL'
'F','DF046D','LS-6','D-6378','FLO','Y','Y','INTERNAL'
'F','DF0470','Discus 2','D-5480','BW2','Y','Y','INTERNAL'
'F','DF0473','Quintus','D-KSYL','72','Y','Y','INTERNAL'
'F','DF0477','DR-400','D-EHGD','GD','Y','Y','INTERNAL'
'F','DF0478','DG-808 C','D-KDRR','','Y','Y','INTERNAL'
'F','DF047D','Kestrel','D-9442','k2M','Y','Y','INTERNAL'
'F','DF07D1','Arcus M','D-KAAC','DW','Y','Y','INTERNAL'
'F','DF07DB','Ikarus C42 B','D-MHEU','','Y','Y','INTERNAL'
'F','DF07F9','Libelle Std','Zk-GHM','HM','Y','Y','INTERNAL'
'F','DF0807','JS-1 C21','ZS-GZO','HAB','Y','Y','INTERNAL'
'F','DF080C','Arcus T','D-KSEX','SEX','Y','Y','INTERNAL'
'F','DF0817','Arcus M','D-KWHT','2Y','Y','Y','INTERNAL'
'F','DF0818','Helicopter','AAALion','AAA','Y','Y','INTERNAL'
'F','DF0829','Arcus M','HB-2525','O2','Y','Y','INTERNAL'
'F','DF082A','DG-808 B','D-KNHW','LL','Y','Y','INTERNAL'
'F','DF082D','DA20 Katana','D-ERLE','','Y','Y','INTERNAL'
'F','DF0843','Nimbus 2','D-9589','HB','Y','Y','INTERNAL'
'F','DF0845','LS-7','D-3021','5K','Y','Y','INTERNAL'
'F','DF084A','HPH 304C','D-1499','KF','Y','Y','INTERNAL'
'F','DF084B','Astir CS','D-8661','','Y','Y','INTERNAL'
'F','DF084C','Arcus T','D-KFNH','NH','Y','Y','INTERNAL'
'F','DF084D','ASG-29E','D-KHVG','TOY','Y','Y','INTERNAL'
'F','DF084E','Duo Discus','R-18325','AH','Y','Y','INTERNAL'
'F','DF084F','Duo Discus t','D-KSGS','S1','Y','Y','INTERNAL'
'F','DF0851','Discus 2t','D-KIDK','','Y','Y','INTERNAL'
'N','DF0852','Ventus 2cxM','R-18328','WS','Y','Y','INTERNAL'
'F','DF0854','DG-100','I-AYAX','','Y','Y','INTERNAL'
'F','DF0855','Towplane','I-AIAG','','Y','Y','INTERNAL'
'F','DF0858','Towplane','I-AEEX','','Y','Y','INTERNAL'
'F','DF0859','Towplane','I-EAIG','','Y','Y','INTERNAL'
'F','DF085A','Husky A-1','I-HHHH','HHH','Y','Y','INTERNAL'
'F','DF085B','ASK-21','I-NONI','EMC','Y','Y','INTERNAL'
'F','DF085F','ASK-21','D-2153','','Y','Y','INTERNAL'
'F','DF0860','ASK-21','I-IVWP','','Y','Y','INTERNAL'
'F','DF0863','ASK-21','I-NIBO','V6','Y','Y','INTERNAL'
'F','DF0864','Quintus','D-KQAC','AS','Y','Y','INTERNAL'
'F','DF0865','ASH-25 MI','D-KSPP','MP','Y','Y','INTERNAL'
'F','DF0866','Arcus T','D-KFLG','','Y','Y','INTERNAL'
'F','DF086F','Ka-8','D-0637','','Y','Y','INTERNAL'
'F','DF0871','Discus','OK-9033','DP','Y','Y','INTERNAL'
'F','DF0875','Arcus M','D-KPAX','61','Y','Y','INTERNAL'
'F','DF0879','ASK-21','D-2155','','Y','Y','INTERNAL'
'F','DF087A','Cirrus Std','G-CFLW','SL','Y','Y','INTERNAL'
'F','DF087E','Towplane','I-AEGR','','Y','Y','INTERNAL'
'F','DF0881','SZD-42 Jantar 2/2b','D-4222','GL','Y','Y','INTERNAL'
'F','DF0882','LS-1 f','D-7654','RS','Y','Y','INTERNAL'
'F','DF0883','Libelle Std','D-1096','WA','Y','Y','INTERNAL'
'F','DF088B','Ventus 2CXa','D-KJWM','WM','Y','Y','INTERNAL'
